Milliseconds,Pressure,Temperature,NH3,CO,NO2
751639,101595.00,33.70,107,61,61
751963,101905.00,33.70,107,61,61
752285,101649.00,33.70,107,61,61
752609,101707.00,33.70,107,61,61
752932,101686.00,33.70,107,61,61
753255,101858.00,33.70,107,61,61
753581,101743.00,33.70,107,61,61
753904,101770.00,33.70,107,60,61
754228,101747.00,33.70,106,61,61
754550,101728.00,33.70,106,61,61
754874,101785.00,33.70,106,61,61
755197,101791.00,33.70,106,61,61
755520,101799.00,33.70,106,61,61
755844,101787.00,33.70,106,60,61
756166,101780.00,33.70,106,61,61
756490,101787.00,33.70,106,60,61
756813,101781.00,33.70,106,61,61
757136,101798.00,33.70,106,61,61
757459,101801.00,33.70,106,60,60
757783,101800.00,33.70,106,61,61
758106,101769.00,33.70,106,61,61
758432,101912.00,33.70,106,61,61
758755,101764.00,33.70,106,60,60
759078,101789.00,33.70,106,60,61
759402,101826.00,33.70,106,60,61
759726,101783.00,33.70,106,61,60
760048,101848.00,33.70,106,61,61
760377,101730.00,33.70,106,61,61
760701,101915.00,33.70,106,61,61
761025,101843.00,33.70,106,61,61
761349,101694.00,33.70,106,61,61
761672,101795.00,33.70,106,61,60
761995,101828.00,33.70,106,61,61
762318,101752.00,33.70,106,61,61
762642,101757.00,33.70,106,61,61
762966,101788.00,33.70,106,61,61
763291,101799.00,33.70,106,61,61
763615,101798.00,33.70,106,61,61
763938,101798.00,33.70,106,61,61
764261,101797.00,33.70,106,61,61
764584,101795.00,33.70,106,61,61
764908,101794.00,33.70,106,60,60
765232,101796.00,33.70,106,61,60
765554,101797.00,33.70,106,61,60
765878,101793.00,33.70,106,61,61
766201,101796.00,33.70,106,61,61
766525,101797.00,33.70,106,61,61
766848,101800.00,33.70,106,61,61
767171,101800.00,33.70,106,61,61
767495,101798.00,33.70,106,60,61
767817,101798.00,33.70,106,61,61
768144,101790.00,33.70,106,61,61
768467,101798.00,33.70,106,61,61
768790,101790.00,33.70,106,61,61
769114,101792.00,33.70,106,61,61
769437,101793.00,33.70,106,61,61
769761,101793.00,33.70,106,61,61
770088,101798.00,33.70,106,61,61
770414,101801.00,33.70,106,60,61
770738,101801.00,33.70,106,61,61
771060,101802.00,33.70,106,61,61
771384,101792.00,33.70,106,61,61
771707,101957.00,33.70,106,60,61
772030,101685.00,33.70,106,61,61
772354,101786.00,33.70,106,61,61
772677,101797.00,33.70,105,61,61
773003,101765.00,33.70,106,61,61
773326,101793.00,33.70,106,61,61
773650,101807.00,33.70,106,61,61
773974,101813.00,33.70,106,61,61
774296,101810.00,33.70,106,61,61
774620,101811.00,33.70,106,61,61
774943,101808.00,33.70,106,61,61
775267,101811.00,33.70,106,61,61
775590,101809.00,33.70,106,61,61
775913,101814.00,33.70,106,61,61
776237,101815.00,33.70,106,61,61
776560,101814.00,33.70,106,61,61
776883,101813.00,33.70,106,61,61
777206,101815.00,33.70,106,61,61
777530,101814.00,33.70,106,61,61
777856,101819.00,33.70,106,61,61
778179,101816.00,33.70,106,61,61
778503,101824.00,33.70,106,61,61
778826,102579.00,33.70,106,61,61
779150,102055.00,33.70,106,61,61
779472,102016.00,33.70,106,61,61
779801,102236.00,33.70,106,61,61
780127,101970.00,33.70,106,61,61
780449,102091.00,33.70,106,61,61
780773,102796.00,33.70,106,61,61
781096,102244.00,33.70,106,61,61
781420,102012.00,33.70,106,61,61
781743,101911.00,33.70,106,61,61
782066,101865.00,33.70,106,61,61
782390,101838.00,33.70,106,61,61
782716,101831.00,33.70,106,61,61
783039,101828.00,33.70,106,61,61
783363,101820.00,33.70,106,61,61
783686,101815.00,33.70,106,61,61
784010,101815.00,33.70,106,61,61
784332,101818.00,33.70,106,61,61
784656,101813.00,33.70,106,61,61
784979,101812.00,33.70,106,61,61
785303,101813.00,33.70,106,61,61
785627,101864.00,33.70,106,61,61
785949,101836.00,33.70,106,61,61
786273,101823.00,33.70,106,61,61
786596,101817.00,33.70,106,61,61
786920,101819.00,33.70,106,61,61
787243,101817.00,33.70,106,61,61
787569,101810.00,33.70,105,61,61
787892,101814.00,33.70,106,61,61
788215,101810.00,33.70,106,61,61
788539,101813.00,33.70,106,61,61
788862,101812.00,33.70,105,61,61
789185,101813.00,33.70,105,61,61
789514,101812.00,33.70,105,61,61
789838,101813.00,33.70,105,61,61
790162,101809.00,33.70,105,61,61
790484,101811.00,33.70,105,61,61
790808,101814.00,33.70,105,61,61
791132,101811.00,33.70,105,61,61
791454,101816.00,33.70,105,61,61
791778,101813.00,33.70,105,61,61
792101,101813.00,33.70,105,61,61
792427,101816.00,33.70,105,61,61
792751,101813.00,33.70,105,61,61
793073,101814.00,33.70,105,61,61
793397,101814.00,33.70,105,61,61
793720,101818.00,33.70,105,61,61
794043,101816.00,33.70,105,61,61
794366,101815.00,33.70,105,61,61
794689,101820.00,33.70,105,61,61
795013,101820.00,33.70,105,61,61
795336,101816.00,33.70,105,61,61
795659,101820.00,33.70,105,61,61
795982,101821.00,33.70,105,61,61
796305,101818.00,33.70,105,61,61
796628,101820.00,33.70,105,61,61
796952,101817.00,33.70,105,61,61
797278,101820.00,33.70,105,61,61
797601,101817.00,33.70,105,61,61
797925,101819.00,33.70,105,61,61
798247,101817.00,33.70,105,61,61
798571,101815.00,33.70,105,61,61
798895,101814.00,33.70,105,61,61
799217,101814.00,33.70,105,61,61
799547,101811.00,33.70,105,61,61
799870,101816.00,33.70,105,61,61
800194,101809.00,33.70,105,61,61
800518,101810.00,33.70,105,61,61
800841,101808.00,33.70,105,61,61
801164,101811.00,33.70,105,61,61
801487,101810.00,33.70,105,61,61
801811,101811.00,33.70,105,61,61
802137,101811.00,33.70,105,61,61
802460,101806.00,33.70,105,61,61
802784,101810.00,33.70,105,61,61
803107,101804.00,33.70,105,61,61
803430,101805.00,33.70,105,61,61
803753,101806.00,33.70,105,61,61
804077,101809.00,33.70,105,61,61
804400,101809.00,33.70,105,61,61
804723,101809.00,33.70,105,61,61
805047,101812.00,33.70,105,61,61
805370,101811.00,33.70,105,61,61
805693,101809.00,33.70,105,61,61
806017,101811.00,33.70,105,61,61
806340,101812.00,33.70,105,61,61
806664,101810.00,33.70,105,61,61
806989,101780.00,33.70,105,61,61
807313,101794.00,33.70,105,61,61
807636,101802.00,33.70,105,61,61
807959,101778.00,33.70,105,61,61
808283,101798.00,33.70,105,61,61
808606,101807.00,33.70,105,61,61
808930,101809.00,33.70,105,61,61
809260,101814.00,33.70,105,61,61
809583,101811.00,33.70,105,61,61
809906,101814.00,33.70,105,61,61
810229,101811.00,33.70,105,61,61
810553,101812.00,33.70,105,61,61
810875,101812.00,33.70,105,61,61
811199,101814.00,33.70,105,61,61
811523,101810.00,33.70,105,61,61
811848,101812.00,33.60,105,61,61
812172,101815.00,33.70,105,61,61
812495,101812.00,33.70,105,61,61
812819,101818.00,33.70,105,61,61
813142,101818.00,33.70,105,61,61
813465,101810.00,33.60,105,61,61
813789,101814.00,33.60,105,61,61
814111,101814.00,33.60,105,61,61
814435,101813.00,33.60,105,61,61
814758,101816.00,33.70,105,61,61
815082,101809.00,33.60,105,61,61
815405,101808.00,33.60,105,61,61
815728,101806.00,33.60,105,61,61
816052,101809.00,33.60,105,61,61
816375,101811.00,33.60,105,61,61
816701,101811.00,33.60,105,61,61
817025,101809.00,33.60,105,61,61
817348,101807.00,33.60,105,61,61
817671,101810.00,33.60,105,61,61
817994,101809.00,33.60,105,61,61
818318,101810.00,33.60,105,61,61
818641,101814.00,33.60,105,61,61
818971,101810.00,33.60,105,61,61
819295,101810.00,33.60,105,61,61
819618,101809.00,33.60,105,61,61
819941,101812.00,33.60,105,61,61
820264,101816.00,33.70,105,61,61
820588,101812.00,33.60,105,61,61
820912,101809.00,33.60,105,61,61
821234,101814.00,33.60,105,61,61
821561,101815.00,33.60,105,61,61
821884,101814.00,33.60,105,61,61
822207,101812.00,33.60,105,61,61
822531,101810.00,33.60,105,61,61
822854,101811.00,33.60,105,61,61
823177,101812.00,33.60,105,61,61
823500,101808.00,33.60,105,61,61
823824,101808.00,33.60,105,61,61
824147,101810.00,33.60,105,61,61
824470,101810.00,33.60,105,61,61
824794,101809.00,33.60,105,61,61
825117,101808.00,33.60,105,61,61
825441,101810.00,33.60,105,61,61
825763,101812.00,33.60,105,61,61
826087,101809.00,33.60,105,61,61
826411,101809.00,33.60,105,61,61
826731,101807.00,33.60,105,61,61
827055,101813.00,33.60,105,61,61
827378,101811.00,33.60,105,61,61
827701,101813.00,33.60,105,61,61
828024,101810.00,33.60,105,61,61
828348,101810.00,33.60,105,61,61
828676,101812.00,33.60,105,61,61
829000,101812.00,33.60,105,61,61
829324,101814.00,33.60,105,61,61
829647,101814.00,33.60,105,61,61
829970,101812.00,33.60,105,61,61
830294,101812.00,33.60,105,61,61
830617,101811.00,33.60,105,61,61
830940,101817.00,33.60,105,61,61
831263,101812.00,33.60,105,61,61
831589,101812.00,33.60,105,61,61
831912,101809.00,33.60,105,61,61
832236,101808.00,33.60,105,61,61
832559,101808.00,33.60,105,61,61
832882,101804.00,33.60,105,61,61
833205,101809.00,33.60,105,61,61
833528,101807.00,33.60,105,61,61
833852,101809.00,33.60,105,61,61
834174,101811.00,33.60,105,61,61
834498,101804.00,33.60,105,61,61
834822,101810.00,33.60,105,61,61
835144,101811.00,33.60,105,61,61
835468,101814.00,33.60,105,61,61
835790,101809.00,33.60,105,61,61
836114,101809.00,33.60,105,61,61
836440,101807.00,33.60,105,61,61
836763,101807.00,33.60,105,61,61
837087,101807.00,33.60,105,61,61
837410,101807.00,33.60,105,61,61
837733,101808.00,33.60,105,61,61
838056,101803.00,33.60,105,61,61
838380,101802.00,33.60,105,61,61
838710,101807.00,33.60,105,61,61
839033,101807.00,33.60,105,61,61
839357,101809.00,33.60,105,61,61
839681,101807.00,33.60,105,61,61
840003,101809.00,33.60,105,61,61
840327,101805.00,33.60,105,61,61
840650,101804.00,33.60,105,61,61
840974,101800.00,33.60,105,61,61
841299,101804.00,33.60,105,61,61
841623,101803.00,33.60,105,61,61
841946,101804.00,33.60,105,61,61
842269,101804.00,33.60,105,61,61
842593,101801.00,33.60,105,61,61
842916,101802.00,33.60,105,61,61
843239,101799.00,33.60,105,61,61
843563,101802.00,33.60,105,61,61
843886,101797.00,33.60,105,61,61
844210,101801.00,33.60,105,61,61
844532,101800.00,33.60,105,61,61
844856,101803.00,33.60,105,61,61
845179,101805.00,33.60,105,61,61
845503,101808.00,33.60,105,61,61
845826,101806.00,33.60,105,61,61
846152,101802.00,33.60,105,61,61
846475,101805.00,33.60,105,61,61
846798,101802.00,33.60,105,61,61
847122,101803.00,33.60,105,61,61
847446,101803.00,33.60,105,61,61
847768,101802.00,33.60,105,61,61
848092,101800.00,33.60,105,61,61
848421,101799.00,33.60,105,61,61
848745,101803.00,33.60,105,61,61
849069,101801.00,33.60,105,61,61
849391,101801.00,33.60,105,61,61
849715,101801.00,33.60,105,61,61
850038,101801.00,33.60,105,61,61
850361,101802.00,33.60,105,61,61
850684,101800.00,33.60,105,61,61
851011,101799.00,33.60,105,61,61
851334,101804.00,33.60,105,61,61
851657,101801.00,33.60,105,61,61
851981,101802.00,33.60,105,61,61
852304,101799.00,33.60,104,61,61
852627,101795.00,33.60,105,61,61
852951,101800.00,33.60,104,61,61
853274,101799.00,33.60,105,61,61
853597,101802.00,33.60,105,61,61
853920,101800.00,33.60,105,61,61
854244,101801.00,33.60,105,61,61
854567,101804.00,33.60,105,61,61
854890,101803.00,33.60,105,61,61
855214,101801.00,33.60,104,61,61
855537,101803.00,33.60,105,61,61
855863,101802.00,33.60,105,61,61
856186,101808.00,33.60,104,61,61
856510,101807.00,33.60,105,61,61
856833,101807.00,33.60,105,61,61
857156,101808.00,33.60,105,61,61
857480,101807.00,33.60,104,61,61
857803,101813.00,33.60,105,61,61
858133,101812.00,33.60,105,61,61
858456,101808.00,33.60,104,61,61
858779,101811.00,33.60,104,61,61
859103,101807.00,33.60,105,61,61
859426,101809.00,33.60,104,61,61
859749,101811.00,33.60,104,61,61
860072,101813.00,33.60,104,61,61
860396,101812.00,33.60,104,61,61
860722,101811.00,33.60,104,61,61
861045,101811.00,33.60,104,61,61
861369,101810.00,33.60,104,61,61
861691,101806.00,33.60,104,61,61
862015,101807.00,33.60,104,61,61
862339,101809.00,33.60,104,61,61
862662,101811.00,33.60,104,61,61
862985,101806.00,33.60,104,61,61
863308,101807.00,33.60,104,61,61
863632,101807.00,33.60,104,61,61
863955,101802.00,33.60,104,61,61
864278,101801.00,33.60,104,61,61
864602,101796.00,33.60,104,61,61
864925,101795.00,33.60,104,61,61
865249,101796.00,33.60,104,61,61
865574,101792.00,33.60,104,61,61
865898,101785.00,33.60,104,61,61
866221,101780.00,33.60,104,61,61
866544,101779.00,33.60,104,61,61
866867,101768.00,33.60,104,61,61
867190,101764.00,33.60,104,61,61
867514,101765.00,33.60,104,61,61
867844,101766.00,33.60,104,61,61
868166,101756.00,33.60,104,61,61
868490,101766.00,33.60,104,61,61
868812,101770.00,33.60,104,61,61
869136,101766.00,33.60,104,61,61
869459,101785.00,33.60,104,61,61
869782,101784.00,33.60,104,61,61
870106,101789.00,33.60,104,61,61
870431,101793.00,33.60,104,61,61
870755,101798.00,33.60,104,61,61
871078,101797.00,33.60,104,61,61
871401,101796.00,33.60,104,61,61
871725,101799.00,33.60,104,61,61
872047,101801.00,33.60,104,61,61
872371,101808.00,33.60,104,61,61
872694,101806.00,33.60,104,61,61
873017,101807.00,33.60,104,61,61
873340,101813.00,33.60,104,61,61
873663,101813.00,33.60,104,61,61
873987,101812.00,33.60,104,61,61
874310,101812.00,33.60,104,61,61
874633,101815.00,33.60,104,61,61
874956,101817.00,33.60,104,61,61
875282,101812.00,33.60,104,61,61
875606,101815.00,33.60,104,61,61
875929,101818.00,33.60,104,61,61
876253,101813.00,33.60,104,61,61
876575,101815.00,33.60,104,61,61
876899,101814.00,33.60,104,61,61
877222,101814.00,33.60,104,61,61
877550,101815.00,33.60,104,61,61
877876,101817.00,33.60,104,61,61
878198,101812.00,33.60,104,61,61
878522,101814.00,33.60,104,61,61
878845,101812.00,33.60,104,61,61
879169,101812.00,33.60,104,61,61
879492,101812.00,33.60,104,61,61
879815,101811.00,33.60,104,61,61
880142,101815.00,33.60,104,61,61
880464,101813.00,33.60,104,61,61
880788,101817.00,33.60,104,61,61
881112,101817.00,33.60,104,61,61
881435,101818.00,33.60,104,61,61
881758,101815.00,33.60,104,61,61
882081,101818.00,33.60,104,61,61
882405,101816.00,33.60,104,61,61
882728,101818.00,33.60,104,61,61
883051,101822.00,33.60,104,61,61
883375,101819.00,33.60,104,61,61
883698,101818.00,33.60,104,61,61
884021,101823.00,33.60,104,61,61
884344,101817.00,33.60,104,61,61
884668,101815.00,33.50,104,61,61
884994,101815.00,33.60,104,61,61
885317,101815.00,33.60,104,61,61
885641,101816.00,33.50,104,61,61
885964,101815.00,33.60,104,61,61
886287,101812.00,33.50,104,61,61
886610,101815.00,33.50,104,61,61
886934,101816.00,33.60,104,61,61
887262,101821.00,33.60,104,61,61
887587,101820.00,33.60,104,61,61
887911,101819.00,33.50,104,61,61
888233,101818.00,33.50,104,61,61
888557,101823.00,33.60,104,61,61
888881,101821.00,33.60,104,61,61
889203,101817.00,33.50,104,61,61
889527,101820.00,33.50,104,61,61
889853,101820.00,33.50,104,61,61
890176,101818.00,33.50,104,61,61
890500,101818.00,33.50,104,61,61
890823,101818.00,33.50,104,61,61
891146,101821.00,33.50,104,61,61
891469,101819.00,33.50,104,61,61
891793,101819.00,33.50,104,61,61
892116,101820.00,33.50,104,61,61
892439,101822.00,33.50,104,61,61
892763,101816.00,33.50,104,61,61
893086,101819.00,33.50,104,61,61
893410,101820.00,33.50,104,61,61
893732,101823.00,33.50,104,61,61
894056,101818.00,33.50,104,61,61
894380,101817.00,33.50,104,61,61
894705,101819.00,33.50,104,61,61
895029,101821.00,33.50,104,61,61
895352,101822.00,33.50,104,61,61
895675,101821.00,33.50,104,61,61
895998,101816.00,33.50,104,61,61
896322,101822.00,33.50,104,61,61
896646,101817.00,33.50,104,61,61
896973,101818.00,33.50,104,61,61
897299,101817.00,33.50,104,61,61
897622,101958.00,33.50,104,61,61
897945,101857.00,33.50,104,61,61
898269,101821.00,33.50,104,61,61
898592,101812.00,33.50,104,61,61
898915,101808.00,33.50,104,61,61
899238,101813.00,33.50,104,61,61
899565,101812.00,33.50,104,61,61
899888,101816.00,33.50,104,61,61
900211,101817.00,33.50,104,61,61
900535,101817.00,33.50,104,61,61
900857,101818.00,33.50,104,61,61
901181,101818.00,33.50,104,61,61
901505,101790.00,33.50,104,61,61
901828,101806.00,33.50,104,61,61
902151,101813.00,33.50,104,61,61
902474,101817.00,33.50,104,61,61
902798,101814.00,33.50,104,61,61
903121,101818.00,33.50,104,61,61
903444,101816.00,33.50,104,61,61
903768,101815.00,33.50,104,61,61
904091,101803.00,33.50,104,61,61
904417,101779.00,33.50,104,61,61
904740,101796.00,33.50,104,61,61
905063,101807.00,33.50,104,61,61
905387,101807.00,33.50,104,61,61
905710,101796.00,33.50,104,61,61
906033,101806.00,33.50,104,61,61
906356,101809.00,33.50,104,61,61
906684,101813.00,33.50,104,61,61
907009,101801.00,33.50,104,61,61
907332,101810.00,33.50,104,61,61
907656,101811.00,33.50,104,61,61
907978,101813.00,33.50,104,61,61
908302,101812.00,33.50,104,61,61
908624,101815.00,33.50,104,61,61
908948,101811.00,33.50,104,61,61
909272,101814.00,33.50,104,61,61
909598,101813.00,33.50,104,61,61
909921,101811.00,33.50,104,61,61
910244,101812.00,33.50,104,61,61
910568,101814.00,33.50,104,61,61
910891,101811.00,33.50,104,61,61
911214,101808.00,33.50,104,61,61
911537,101814.00,33.50,104,61,61
911860,101809.00,33.50,104,61,61
912184,101812.00,33.50,104,61,61
912506,101811.00,33.50,104,61,61
912830,101812.00,33.50,104,61,61
913154,101813.00,33.50,104,61,61
913476,101813.00,33.50,104,61,61
913800,101812.00,33.50,104,61,61
914122,101809.00,33.50,104,61,61
914449,101807.00,33.50,104,61,61
914772,101801.00,33.50,104,61,61
915095,101811.00,33.50,104,61,61
915419,101807.00,33.50,104,61,61
915742,101812.00,33.50,104,61,61
916065,101809.00,33.50,104,61,61
916395,101808.00,33.50,104,61,61
916718,101809.00,33.50,104,61,61
917042,101810.00,33.50,104,61,61
917365,101816.00,33.50,104,61,61
917688,101813.00,33.50,104,61,61
918011,101807.00,33.50,104,61,61
918335,101813.00,33.50,104,61,61
918659,101809.00,33.50,104,61,61
918981,101807.00,33.50,103,61,61
919308,101806.00,33.50,103,61,61
919631,101810.00,33.50,103,61,61
919954,101808.00,33.50,104,61,61
920278,101810.00,33.50,104,61,61
920601,101809.00,33.50,104,61,61
920925,101810.00,33.50,104,61,61
921247,101814.00,33.50,103,61,61
921571,101816.00,33.50,104,61,61
921894,101818.00,33.50,104,61,61
922218,101809.00,33.50,104,61,61
922541,101810.00,33.50,103,61,61
922864,101812.00,33.50,103,61,61
923188,101819.00,33.50,103,61,61
923511,101818.00,33.50,103,61,61
923834,101815.00,33.50,104,61,61
924161,101809.00,33.50,104,61,61
924484,101818.00,33.50,104,61,61
924807,101814.00,33.50,104,61,61
925130,101810.00,33.50,104,61,61
925454,101811.00,33.50,104,61,61
925776,101813.00,33.50,104,61,61
926107,101812.00,33.50,104,61,61
926430,101814.00,33.50,104,61,61
926753,101807.00,33.50,104,61,61
927077,101811.00,33.50,104,61,61
927400,101812.00,33.50,104,61,61
927723,101809.00,33.50,104,61,61
928047,101817.00,33.50,104,61,61
928370,101814.00,33.50,104,61,61
928694,101813.00,33.50,104,61,61
929019,101813.00,33.50,104,61,61
929343,101814.00,33.50,104,61,61
929666,101813.00,33.50,104,61,61
929989,101808.00,33.50,104,61,61
930313,101805.00,33.50,104,61,61
930636,101806.00,33.50,104,61,61
930959,101811.00,33.50,104,61,61
931282,101806.00,33.50,104,61,61
931606,101812.00,33.50,104,61,61
931929,101807.00,33.50,104,61,61
932252,101809.00,33.50,104,61,61
932576,101815.00,33.50,104,61,61
932899,101812.00,33.50,104,61,61
933222,101810.00,33.50,104,61,61
933545,101813.00,33.50,104,61,61
933872,101812.00,33.50,104,61,61
934195,101811.00,33.50,104,61,61
934518,101807.00,33.50,104,61,61
934842,101814.00,33.50,104,61,61
935165,101808.00,33.50,104,61,61
935488,101809.00,33.50,104,61,61
935819,101810.00,33.50,104,61,61
936142,101810.00,33.50,104,61,61
936465,101812.00,33.50,104,61,61
936788,101812.00,33.50,104,61,61
937112,101807.00,33.50,104,61,61
937435,101810.00,33.50,104,61,61
937758,101805.00,33.50,104,61,61
938082,101807.00,33.50,104,61,61
938405,101807.00,33.50,104,61,61
938731,101808.00,33.50,104,61,61
939055,101807.00,33.50,104,61,61
939378,101809.00,33.50,104,61,61
939701,101812.00,33.50,104,61,61
940024,101815.00,33.50,104,61,61
940348,101815.00,33.50,104,61,61
940672,101816.00,33.50,104,61,61
940994,101809.00,33.50,104,61,61
941318,101812.00,33.50,104,61,61
941641,101812.00,33.50,104,61,61
941965,101806.00,33.50,104,61,61
942287,101812.00,33.50,104,61,61
942611,101809.00,33.50,104,61,61
942935,101812.00,33.50,104,61,61
943258,101811.00,33.50,104,61,61
943584,101810.00,33.50,104,61,61
943907,101815.00,33.50,104,61,61
944230,101811.00,33.50,104,61,61
944553,101814.00,33.50,104,61,61
944877,101821.00,33.50,104,61,61
945200,101818.00,33.50,104,61,61
945529,101809.00,33.50,104,61,61
945853,101815.00,33.50,104,61,61
946177,101811.00,33.50,104,61,61
946499,101815.00,33.50,104,61,61
946823,101812.00,33.50,104,61,61
947146,101813.00,33.50,104,61,61
947469,101819.00,33.50,104,61,61
947792,101812.00,33.50,104,61,61
948115,101816.00,33.50,104,61,61
948442,101817.00,33.50,104,61,61
948764,101813.00,33.50,104,61,61
949088,101812.00,33.50,104,61,61
949411,101814.00,33.50,104,61,61
949734,101816.00,33.50,104,61,61
950057,101819.00,33.50,104,61,61
950381,101817.00,33.50,104,61,61
950704,101816.00,33.50,103,61,61
951027,101815.00,33.50,104,61,61
951350,101815.00,33.50,104,61,61
951673,101812.00,33.50,103,61,61
951997,101814.00,33.50,104,61,61
952320,101814.00,33.50,104,61,61
952643,101818.00,33.50,103,61,61
952967,101813.00,33.50,103,61,61
953292,101816.00,33.50,103,61,61
953616,101817.00,33.50,103,61,61
953938,101815.00,33.50,103,61,61
954262,101817.00,33.50,103,61,61
954586,101816.00,33.50,103,61,61
954909,101817.00,33.50,103,61,61
955237,101817.00,33.50,103,61,61
955563,101813.00,33.50,103,61,61
955886,101815.00,33.50,103,61,61
956209,101816.00,33.50,103,61,61
956532,101814.00,33.50,103,61,61
956856,101818.00,33.50,103,61,61
957179,101812.00,33.50,103,61,61
957502,101814.00,33.50,103,61,61
957826,101816.00,33.50,103,61,61
958152,101813.00,33.50,103,61,61
958475,101815.00,33.50,103,61,61
958798,101809.00,33.50,103,61,61
959122,101807.00,33.50,103,61,61
959446,101806.00,33.50,103,61,61
959768,101805.00,33.50,103,61,61
960092,101807.00,33.50,103,61,61
960415,101808.00,33.50,103,61,61
960739,101804.00,33.50,103,61,61
961061,101803.00,33.50,103,61,61
961385,101802.00,33.50,103,61,61
961709,101802.00,33.50,103,61,61
962032,101801.00,33.50,103,61,61
962355,101803.00,33.50,103,61,61
962678,101791.00,33.50,103,61,61
963005,101797.00,33.50,103,61,61
963328,101801.00,33.50,103,61,61
963651,101804.00,33.50,103,61,61
963975,101806.00,33.50,103,61,61
964297,101804.00,33.50,103,61,61
964621,101806.00,33.50,103,61,61
964950,101804.00,33.50,103,61,61
965274,101803.00,33.50,103,61,61
965598,101806.00,33.50,103,61,61
965921,101805.00,33.50,103,61,61
966245,101807.00,33.50,103,61,61
966567,101807.00,33.50,103,61,61
966891,101804.00,33.50,103,61,61
967215,101803.00,33.50,103,61,61
967538,101797.00,33.50,103,61,61
967864,101803.00,33.50,103,61,61
968187,101802.00,33.50,103,61,61
968510,101804.00,33.50,103,61,61
968834,101804.00,33.50,103,61,61
969157,101805.00,33.50,103,61,61
969481,101813.00,33.50,103,61,61
969803,101806.00,33.50,103,61,61
970127,101807.00,33.50,103,61,61
970450,101804.00,33.50,103,61,61
970774,101803.00,33.50,103,61,61
971097,101803.00,33.50,103,61,61
971420,101803.00,33.50,103,61,61
971744,101800.00,33.50,103,61,61
972066,101801.00,33.50,103,61,61
972390,101801.00,33.50,103,61,61
972717,101805.00,33.50,103,61,61
973039,101797.00,33.50,103,61,61
973363,101804.00,33.50,103,61,61
973686,101798.00,33.50,103,61,61
974010,101804.00,33.50,103,61,61
974333,101804.00,33.50,103,61,61
974661,101805.00,33.50,103,61,61
974986,101805.00,33.50,103,61,61
975309,101803.00,33.50,103,61,61
975633,101799.00,33.50,103,61,61
975956,101806.00,33.50,103,61,61
976280,101803.00,33.50,103,61,61
976603,101807.00,33.50,103,61,61
976926,101806.00,33.50,103,61,61
977250,101810.00,33.50,103,61,61
977575,101809.00,33.50,103,61,61
977899,101808.00,33.50,103,61,61
978223,101807.00,33.50,103,61,61
978546,101804.00,33.50,103,61,61
978869,101804.00,33.50,103,61,61
979192,101804.00,33.50,103,61,61
979516,101809.00,33.50,103,61,61
979840,101806.00,33.50,103,61,61
980163,101803.00,33.50,103,61,61
980487,101809.00,33.50,103,61,61
980810,101805.00,33.50,103,61,61
981133,101800.00,33.50,103,61,61
981456,101801.00,33.50,103,61,61
981780,101801.00,33.50,103,61,61
982104,101804.00,33.50,103,61,61
982429,101799.00,33.50,103,61,61
982753,101800.00,33.50,103,61,61
983076,101797.00,33.50,103,61,61
983400,101787.00,33.50,103,61,61
983723,101790.00,33.50,103,61,61
984046,101804.00,33.50,103,61,61
984374,101802.00,33.50,103,61,61
984699,101801.00,33.50,103,61,61
985023,101800.00,33.50,103,61,61
985347,101803.00,33.50,103,61,61
985670,101802.00,33.50,103,61,61
985993,101797.00,33.50,103,61,61
986316,101800.00,33.50,103,61,61
986640,101800.00,33.50,103,61,61
986963,101796.00,33.50,103,61,61
987289,101797.00,33.50,103,61,61
987613,101793.00,33.50,103,61,61
987936,101794.00,33.50,103,61,61
988259,101795.00,33.50,103,61,61
988582,101792.00,33.50,103,61,61
988906,101796.00,33.50,103,61,61
989230,101798.00,33.50,103,61,61
989552,101800.00,33.50,103,61,61
989876,101801.00,33.50,103,61,61
990199,101794.00,33.50,103,61,61
990523,101800.00,33.50,103,61,61
990845,101772.00,33.50,103,61,61
991169,101793.00,33.50,103,61,61
991493,101799.00,33.50,103,61,61
991816,101803.00,33.50,103,61,61
992139,101805.00,33.50,103,61,61
992460,101809.00,33.50,103,61,61
992784,101803.00,33.50,103,61,61
993107,101806.00,33.50,103,61,61
993431,101805.00,33.50,103,61,61
993755,101803.00,33.50,103,61,61
994078,101801.00,33.50,103,61,61
994406,101801.00,33.50,103,61,61
994732,101800.00,33.50,103,61,61
995055,101802.00,33.50,103,61,61
995379,101807.00,33.50,103,61,61
995702,101805.00,33.50,103,61,61
996026,101805.00,33.50,103,61,61
996349,101807.00,33.50,103,61,61
996673,101808.00,33.50,103,61,61
996997,101806.00,33.50,103,61,61
997322,101807.00,33.50,102,61,61
997646,101804.00,33.50,103,61,61
997969,101806.00,33.50,102,61,61
998293,101810.00,33.50,102,61,61
998617,101808.00,33.50,102,61,61
998940,101809.00,33.50,102,61,61
999264,101808.00,33.50,102,61,61
999587,101807.00,33.50,102,61,61
999911,101806.00,33.50,102,61,61
1000235,101807.00,33.50,102,61,61
1000558,101806.00,33.50,102,61,61
1000882,101803.00,33.50,102,61,61
1001204,101804.00,33.50,102,61,61
1001528,101807.00,33.50,102,61,61
1001854,101807.00,33.50,102,61,61
1002178,101806.00,33.50,102,61,61
